OrderId,ProductId,ItemType,ItemName,ItemDescription,Qty,PricePerUnit,Notes
428127,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428127,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428143,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428143,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428143,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428159,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428159,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428159,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428177,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428177,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428177,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428193,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428193,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428193,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428207,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428207,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428207,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428217,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428217,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428217,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428077,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428077,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428077,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428091,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428091,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428091,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428103,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428103,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428103,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428119,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428119,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428119,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428135,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428135,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428135,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428151,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428151,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428151,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428167,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428167,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428167,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428183,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428183,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428183,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428199,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428199,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428199,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428219,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428219,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428219,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428075,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428075,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428075,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428101,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428101,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428101,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428125,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428125,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428125,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428141,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428157,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428157,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428157,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428171,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428171,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428171,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428187,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428187,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428187,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428201,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428201,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428201,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428229,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428229,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428229,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428079,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428079,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428079,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428099,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428099,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428099,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428109,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428109,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428109,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428129,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428129,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428129,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428145,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428145,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428145,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428163,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428163,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428163,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428185,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428185,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428185,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428185,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428185,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428185,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428205,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428205,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428205,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428223,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428223,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428223,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428081,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428081,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428081,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428089,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428089,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428089,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428105,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428105,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428105,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428123,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428123,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428123,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428139,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428139,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428139,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428155,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428155,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428155,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428173,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428173,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428173,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428189,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428189,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428189,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428211,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428211,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428211,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428221,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428221,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428221,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428083,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428083,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428083,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428093,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428093,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428093,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428117,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428117,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428117,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428131,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
428131,1297,4,Sales Tax - www.simplerstocks.com,Sales Tax - www.simplerstocks.com,1,0.0,Sales Tax - www.simplerstocks.com
428131,1299,4,Shipping - www.simplerstocks.com,Shipping - www.simplerstocks.com,1,0.0,Shipping - www.simplerstocks.com
428149,1301,4,60 Day $1 Charter Member Trial - www.simplerstocks.com,60 Day $1 Charter Member Trial - www.simplerstocks.com,1,1.0,60 Day $1 Charter Member Trial - www.simplerstocks.com
