OrderId,ProductId,ItemType,ItemName,ItemDescription,Qty,PricePerUnit,Notes
6925,0,2,Sales Tax,,1,0.45,
6927,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6927,0,2,Sales Tax,,1,0.45,
6929,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6929,0,2,Sales Tax,,1,0.45,
6931,81,9,Offic Organization Monthly Tips,,1,20.0,
6933,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6933,0,2,Sales Tax,,1,0.45,
6935,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6935,0,2,Sales Tax,,1,0.45,
6937,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6937,0,1,Flat Rate Per Order,,1,5.0,
6937,0,2,Sales Tax,,1,0.45,
6939,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6939,0,2,Sales Tax,,1,0.45,
6941,75,4,Healthy Eating for Nuts,"How to eat properly, from nuts to nuts ",1,15.0,
6941,0,2,Sales Tax,,1,1.36,
6943,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6943,0,1,Flat Rate Per Order,,1,5.0,
6943,0,2,Sales Tax,,1,0.45,
6945,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6945,0,2,Sales Tax,,1,0.45,
6947,81,9,Offic Organization Monthly Tips,,1,20.0,
6949,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6949,0,1,Flat Rate Per Order,,1,5.0,
6949,0,2,Sales Tax,,1,0.45,
6951,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6951,0,2,Sales Tax,,1,0.45,
6953,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6953,0,1,Flat Rate Per Order,,1,5.0,
6953,0,2,Sales Tax,,1,0.45,
6955,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6955,0,2,Sales Tax,,1,0.45,
6957,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6957,0,1,Flat Rate Per Order,,1,5.0,
6957,0,2,Sales Tax,,1,0.45,
6959,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6959,0,2,Sales Tax,,1,0.45,
6961,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6961,0,1,Flat Rate Per Order,,1,5.0,
6961,0,2,Sales Tax,,1,0.45,
6963,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6963,0,2,Sales Tax,,1,0.45,
6965,81,9,Offic Organization Monthly Tips,,1,20.0,
6967,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6967,0,1,Flat Rate Per Order,,1,5.0,
6967,0,2,Sales Tax,,1,0.45,
6969,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6969,0,2,Sales Tax,,1,0.45,
6971,73,4,Health Food Bars,Super Delicious!,1,10.0,
6971,0,2,Sales Tax,,1,0.91,
6973,73,4,Health Food Bars,Super Delicious! flavor: Gold Flakes,1,15.0,
6973,0,1,Flat Rate Per Order,,1,5.0,
6975,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6975,0,1,Flat Rate Per Order,,1,5.0,
6975,0,2,Sales Tax,,1,0.45,
6977,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6977,0,2,Sales Tax,,1,0.45,
6979,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6979,0,1,Flat Rate Per Order,,1,5.0,
6979,0,2,Sales Tax,,1,0.45,
6981,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6981,0,2,Sales Tax,,1,0.45,
6983,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6983,0,1,Flat Rate Per Order,,1,5.0,
6983,0,2,Sales Tax,,1,0.45,
6985,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6985,0,2,Sales Tax,,1,0.45,
6987,81,9,Offic Organization Monthly Tips,,1,20.0,
6989,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6989,0,1,Flat Rate Per Order,,1,5.0,
6989,0,2,Sales Tax,,1,0.45,
6991,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6991,0,2,Sales Tax,,1,0.45,
6993,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6993,0,1,Shipping,,1,5.0,
6993,0,2,Sales Tax,,1,0.45,
6995,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6995,0,2,Sales Tax,,1,0.45,
6997,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6997,0,1,Shipping,,1,5.0,
6997,0,2,Sales Tax,,1,0.45,
6999,73,9,Health Food Bars,Super Delicious! ,1,5.0,
6999,0,2,Sales Tax,,1,0.45,
7001,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7001,0,1,Shipping,,1,5.0,
7001,0,2,Sales Tax,,1,0.45,
7003,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7003,0,2,Sales Tax,,1,0.45,
7005,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7005,0,1,Shipping,,1,5.0,
7005,0,2,Sales Tax,,1,0.45,
7007,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7007,0,2,Sales Tax,,1,0.45,
7009,81,9,Offic Organization Monthly Tips,,1,20.0,
7011,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7011,0,1,Shipping,,1,5.0,
7011,0,2,Sales Tax,,1,0.45,
7013,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7013,0,2,Sales Tax,,1,0.45,
7015,85,4,Corp Draw Playmat,created by Inked Playmats ,1,25.0,
7015,0,1,Shipping,,1,5.0,
7017,85,4,Corp Draw Playmat,created by Inked Playmats ,1,25.0,
7017,0,1,Shipping,,1,5.0,
7019,85,4,Corp Draw Playmat,created by Inked Playmats ,1,25.0,
7019,0,1,Shipping,,1,5.0,
7021,85,4,Corp Draw Playmat,created by Inked Playmats ,1,25.0,
7021,0,1,Shipping,,1,5.0,
7023,85,4,Corp Draw Playmat,created by Inked Playmats ,1,25.0,
7023,0,1,Shipping,,1,5.0,
7025,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7025,0,1,Shipping,,1,5.0,
7025,0,2,Sales Tax,,1,0.45,
7027,85,4,Corp Draw Playmat,created by Inked Playmats ,1,25.0,
7027,0,1,Shipping,,1,5.0,
7029,85,4,Corp Draw Playmat,created by Inked Playmats ,1,25.0,
7029,0,1,Shipping,,1,5.0,
7031,85,4,Corp Draw Playmat,created by Inked Playmats ,1,25.0,
7031,0,1,Shipping,,1,5.0,
7033,85,4,Corp Draw Playmat,created by Inked Playmats ,1,25.0,
7033,0,1,Shipping,,1,5.0,
7035,85,4,Corp Draw Playmat,created by Inked Playmats ,1,25.0,
7035,0,1,Shipping,,1,5.0,
7037,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7039,85,4,Corp Draw Playmat,created by Inked Playmats ,1,25.0,
7039,0,1,Shipping,,1,5.0,
7041,85,4,Corp Draw Playmat,printed by Inked Playmats ,1,25.0,
7041,0,1,Shipping,,1,5.0,
7043,85,4,Corp Draw Playmat,printed by Inked Playmats ,1,25.0,
7043,0,1,Shipping,,1,5.0,
7045,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7045,0,1,Shipping,,1,5.0,
7047,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7049,75,4,Healthy Eating for Nuts,"How to eat properly, from nuts to nuts ",1,15.0,
7051,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7051,0,1,Shipping,,1,5.0,
7053,93,4,One-Time Product TEST,,1,97.0,
7055,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7057,81,9,Offic Organization Monthly Tips,,1,20.0,
7059,93,4,One-Time Product TEST,,1,97.0,
7061,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7061,0,1,Shipping,,1,5.0,
7063,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7065,75,4,Healthy Eating for Nuts,"How to eat properly, from nuts to nuts ",1,15.0,
7065,0,2,Sales Tax,,1,1.36,
7067,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7067,0,1,Shipping,,1,5.0,
7069,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7071,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7071,0,1,Shipping,,1,5.0,
7073,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7075,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7075,0,1,Shipping,,1,5.0,
7077,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7079,73,4,Health Food Bars,Super Delicious! flavor: Peanut Butter,1,10.0,
7079,0,1,Shipping,,1,5.0,
7079,0,2,Sales Tax,,1,0.91,
7081,95,4,CC Update,,1,0.0,
7083,95,4,CC Update,,1,0.0,
7085,73,4,Health Food Bars,Super Delicious!,1,10.0,
7085,95,4,CC Update,,1,0.0,
7087,81,9,Offic Organization Monthly Tips,,1,20.0,
7089,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7089,0,1,Shipping,,1,5.0,
7089,0,2,Sales Tax,,1,0.45,
7091,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7091,0,2,Sales Tax,,1,0.45,
7093,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7093,0,1,Shipping,,1,5.0,
7093,0,2,Sales Tax,,1,0.45,
7095,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7095,0,2,Sales Tax,,1,0.45,
7097,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7097,0,1,Shipping,,1,5.0,
7097,0,2,Sales Tax,,1,0.45,
7099,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7099,0,2,Sales Tax,,1,0.45,
7101,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7101,0,1,Shipping,,1,5.0,
7101,0,2,Sales Tax,,1,0.45,
7103,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7103,0,2,Sales Tax,,1,0.45,
7105,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7105,0,1,Shipping,,1,5.0,
7105,0,2,Sales Tax,,1,0.45,
7107,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7107,0,2,Sales Tax,,1,0.45,
7109,81,9,Offic Organization Monthly Tips,,1,20.0,
7111,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7111,0,1,Shipping,,1,5.0,
7111,0,2,Sales Tax,,1,0.45,
7113,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7113,0,2,Sales Tax,,1,0.45,
7115,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7115,0,1,Shipping,,1,5.0,
7115,0,2,Sales Tax,,1,0.45,
7117,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7117,0,2,Sales Tax,,1,0.45,
7119,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7119,0,1,Shipping,,1,5.0,
7119,0,2,Sales Tax,,1,0.45,
7121,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7121,0,2,Sales Tax,,1,0.45,
7123,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7123,0,1,Shipping,,1,5.0,
7123,0,2,Sales Tax,,1,0.45,
7125,0,0,TEST,,1,1500.0,
7125,0,6,,,1,150.0,
7127,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7127,0,2,Sales Tax,,1,0.45,
7129,95,4,CC Update, test: TEST,1,15.0,
7131,81,9,Offic Organization Monthly Tips,,1,20.0,
7133,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7133,0,1,Shipping,,1,5.0,
7133,0,2,Sales Tax,,1,0.45,
7135,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7135,0,2,Sales Tax,,1,0.45,
7137,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7137,0,1,Shipping,,1,5.0,
7137,0,2,Sales Tax,,1,0.45,
7139,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7139,0,2,Sales Tax,,1,0.45,
7141,93,4,One-Time Product TEST,,1,97.0,
7143,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7143,0,1,Shipping,,1,5.0,
7143,0,2,Sales Tax,,1,0.45,
7145,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7145,0,2,Sales Tax,,1,0.45,
7147,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7147,0,1,Shipping,,1,5.0,
7147,0,2,Sales Tax,,1,0.45,
7149,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7149,0,2,Sales Tax,,1,0.45,
7151,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7151,0,1,Shipping,,1,5.0,
7151,0,2,Sales Tax,,1,0.45,
7153,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7153,0,2,Sales Tax,,1,0.45,
7155,81,9,Offic Organization Monthly Tips,,1,20.0,
7157,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7157,0,1,Shipping,,1,5.0,
7157,0,2,Sales Tax,,1,0.45,
7159,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7159,0,2,Sales Tax,,1,0.45,
7161,93,4,One-Time Product TEST,,1,97.0,
7163,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7163,0,1,Shipping,,1,5.0,
7163,0,2,Sales Tax,,1,0.45,
7165,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7165,0,2,Sales Tax,,1,0.45,
7167,93,4,One-Time Product TEST,,1,97.0,
7169,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7169,0,1,Shipping,,1,5.0,
7169,0,2,Sales Tax,,1,0.45,
7171,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7171,0,2,Sales Tax,,1,0.45,
7173,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7173,0,1,Shipping,,1,5.0,
7173,0,2,Sales Tax,,1,0.45,
7175,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7175,0,2,Sales Tax,,1,0.45,
7177,81,9,Offic Organization Monthly Tips,,1,20.0,
7179,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7179,0,1,Shipping,,1,5.0,
7179,0,2,Sales Tax,,1,0.45,
7181,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7181,0,2,Sales Tax,,1,0.45,
7183,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7183,0,1,Shipping,,1,5.0,
7183,0,2,Sales Tax,,1,0.45,
7185,97,4,Product in a category,,1,5.0,
7187,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7187,0,2,Sales Tax,,1,0.45,
7189,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7189,0,1,Shipping,,1,5.0,
7189,0,2,Sales Tax,,1,0.45,
7191,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7191,0,2,Sales Tax,,1,0.45,
7193,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7193,0,1,Shipping,,1,5.0,
7193,0,2,Sales Tax,,1,0.45,
7195,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7195,0,2,Sales Tax,,1,0.45,
7197,81,9,Offic Organization Monthly Tips,,1,20.0,
7199,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7199,0,1,Shipping,,1,5.0,
7199,0,2,Sales Tax,,1,0.45,
7201,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7201,0,2,Sales Tax,,1,0.45,
7203,93,4,One-Time Product TEST TEST TEST,,1,97.0,
7205,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7205,0,1,Shipping,,1,5.0,
7205,0,2,Sales Tax,,1,0.45,
7207,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7207,0,2,Sales Tax,,1,0.45,
7209,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7209,0,1,Shipping,,1,5.0,
7209,0,2,Sales Tax,,1,0.45,
7211,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7211,0,2,Sales Tax,,1,0.45,
7213,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7213,0,1,Shipping,,1,5.0,
7213,0,2,Sales Tax,,1,0.45,
7215,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7215,0,2,Sales Tax,,1,0.45,
7217,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7217,0,1,Shipping,,1,5.0,
7217,0,2,Sales Tax,,1,0.45,
7219,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7219,0,2,Sales Tax,,1,0.45,
7221,81,9,Offic Organization Monthly Tips,,3,20.0,
7221,0,0,TEST,TEST,1,-10.0,
7223,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7223,0,1,Shipping,,1,5.0,
7223,0,2,Sales Tax,,1,0.45,
7225,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7225,0,2,Sales Tax,,1,0.45,
7227,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7227,0,1,Shipping,,1,5.0,
7227,0,2,Sales Tax,,1,0.45,
7221,0,2,Sales Tax,,1,0.0,
7229,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7229,0,2,Sales Tax,,1,0.45,
7231,91,9, Subscription TEST,,1,20.0,
7233,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7233,0,2,Sales Tax,,1,0.45,
7235,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7235,0,2,Sales Tax,,1,0.45,
7237,81,9,Offic Organization Monthly Tips,,1,20.0,
7239,95,4,CC Update, test: TEST,1,15.0,
7239,91,9, Subscription TEST,,1,20.0,
7241,73,4,Health Food Bars,Super Delicious! flavor: Peanut Butter,1,10.0,
7241,0,1,Shipping,,1,5.0,
7241,0,2,Sales Tax,,1,0.91,
7243,73,4,Health Food Bars,Super Delicious! flavor: Peanut Butter,1,10.0,
7243,0,1,Shipping,,1,5.0,
7245,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7247,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7249,91,9, Subscription TEST,,1,20.0,
7251,91,9, Subscription TEST,,1,20.0,
7253,91,9, Subscription TEST,,1,20.0,
7255,91,9, Subscription TEST,,1,20.0,
7257,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7259,91,9, Subscription TEST,,1,20.0,
7261,91,9, Subscription TEST,,1,20.0,
7263,91,9, Subscription TEST,,1,20.0,
7265,91,9, Subscription TEST,,1,20.0,
7267,91,9, Subscription TEST,,1,20.0,
7269,91,9, Subscription TEST,,1,20.0,
7271,91,9, Subscription TEST,,1,20.0,
7273,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7275,91,9, Subscription TEST,,1,20.0,
7277,91,9, Subscription TEST,,1,20.0,
7279,91,9, Subscription TEST,,1,20.0,
7281,91,9, Subscription TEST,,1,20.0,
7283,81,9,Offic Organization Monthly Tips,,1,20.0,
7285,91,9, Subscription TEST,,1,20.0,
7287,91,9, Subscription TEST,,1,20.0,
7289,101,4,Payment Plan,,1,100.0,
7291,91,9, Subscription TEST,,1,20.0,
7293,91,9, Subscription TEST,,1,20.0,
7295,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7297,91,9, Subscription TEST,,1,20.0,
7299,91,9, Subscription TEST,,1,20.0,
7301,91,9, Subscription TEST,,1,20.0,
7303,91,9, Subscription TEST,,1,20.0,
7305,91,9, Subscription TEST,,1,20.0,
7307,91,9, Subscription TEST,,1,20.0,
7309,91,9, Subscription TEST,,1,20.0,
7311,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7313,91,9, Subscription TEST,,1,20.0,
7315,91,9, Subscription TEST,,1,20.0,
7317,91,9, Subscription TEST,,1,20.0,
7319,91,9, Subscription TEST,,1,20.0,
7321,91,9, Subscription TEST,,1,20.0,
7323,91,9, Subscription TEST,,1,20.0,
7325,91,9, Subscription TEST,,1,20.0,
7327,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7329,91,9, Subscription TEST,,1,20.0,
7331,91,9, Subscription TEST,,1,20.0,
7333,91,9, Subscription TEST,,1,20.0,
7335,91,9, Subscription TEST,,1,20.0,
7337,91,9, Subscription TEST,,1,20.0,
7339,91,9, Subscription TEST,,1,20.0,
7341,91,9, Subscription TEST,,1,20.0,
7343,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7345,91,9, Subscription TEST,,1,20.0,
7347,101,4,Payment Plan,,1,100.0,
7349,91,9, Subscription TEST,,1,20.0,
7351,91,9, Subscription TEST,,1,20.0,
7353,91,9, Subscription TEST,,1,20.0,
7355,91,9, Subscription TEST,,1,20.0,
7357,91,9, Subscription TEST,,1,20.0,
7359,91,9, Subscription TEST,,1,20.0,
7361,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7363,81,9,Offic Organization Monthly Tips,,1,20.0,
7365,91,9, Subscription TEST,,1,20.0,
7367,91,9, Subscription TEST,,1,20.0,
7369,91,9, Subscription TEST,,1,20.0,
7371,91,9, Subscription TEST,,1,20.0,
7373,91,9, Subscription TEST,,1,20.0,
7375,91,9, Subscription TEST,,1,20.0,
7377,91,9, Subscription TEST,,1,20.0,
7379,91,9, Subscription TEST,,1,20.0,
7381,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7383,91,9, Subscription TEST,,1,20.0,
7385,91,9, Subscription TEST,,1,20.0,
7387,91,9, Subscription TEST,,1,20.0,
7389,91,9, Subscription TEST,,1,20.0,
7391,91,9, Subscription TEST,,1,20.0,
7393,91,9, Subscription TEST,,1,20.0,
7395,91,9, Subscription TEST,,1,20.0,
7397,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7399,91,9, Subscription TEST,,1,20.0,
7401,91,9, Subscription TEST,,1,20.0,
7403,91,9, Subscription TEST,,1,20.0,
7405,91,9, Subscription TEST,,1,20.0,
7407,91,9, Subscription TEST,,1,20.0,
7409,91,9, Subscription TEST,,1,20.0,
7411,91,9, Subscription TEST,,1,20.0,
7413,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7415,91,9, Subscription TEST,,1,20.0,
7417,91,9, Subscription TEST,,1,20.0,
7419,91,9, Subscription TEST,,1,20.0,
7421,91,9, Subscription TEST,,1,20.0,
7423,91,9, Subscription TEST,,1,20.0,
7425,91,9, Subscription TEST,,1,20.0,
7427,91,9, Subscription TEST,,1,20.0,
7429,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7431,91,9, Subscription TEST,,1,20.0,
7433,91,9, Subscription TEST,,1,20.0,
7435,81,9,Offic Organization Monthly Tips,,1,20.0,
7437,91,9, Subscription TEST,,1,20.0,
7439,91,9, Subscription TEST,,1,20.0,
7441,91,9, Subscription TEST,,1,20.0,
7443,91,9, Subscription TEST,,1,20.0,
7445,91,9, Subscription TEST,,1,20.0,
7447,91,9, Subscription TEST,,1,20.0,
7449,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7451,91,9, Subscription TEST,,1,20.0,
7453,91,9, Subscription TEST,,1,20.0,
7455,91,9, Subscription TEST,,1,20.0,
7457,91,9, Subscription TEST,,1,20.0,
7459,91,9, Subscription TEST,,1,20.0,
7461,91,9, Subscription TEST,,1,20.0,
7463,91,9, Subscription TEST,,1,20.0,
7465,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7467,91,9, Subscription TEST,,1,20.0,
7469,91,9, Subscription TEST,,1,20.0,
7471,89,4,City Taxable Product,,1,5000.0,
7473,91,9, Subscription TEST,,1,20.0,
7475,91,9, Subscription TEST,,1,20.0,
7477,91,9, Subscription TEST,,1,20.0,
7479,91,9, Subscription TEST,,1,20.0,
7481,91,9, Subscription TEST,,1,20.0,
7483,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7485,91,9, Subscription TEST,,1,20.0,
7487,91,9, Subscription TEST,,1,20.0,
7471,0,1,Shipping,,1,500.0,
7489,91,9, Subscription TEST,,1,20.0,
7491,91,9, Subscription TEST,,1,20.0,
7493,91,9, Subscription TEST,,1,20.0,
7495,91,9, Subscription TEST,,1,20.0,
7497,91,9, Subscription TEST,,1,20.0,
7499,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7501,91,9, Subscription TEST,,1,20.0,
7503,91,9, Subscription TEST,,1,20.0,
7505,91,9, Subscription TEST,,1,20.0,
7507,91,9, Subscription TEST,,1,20.0,
7509,91,9, Subscription TEST,,1,20.0,
7511,81,9,Offic Organization Monthly Tips,,1,20.0,
7513,91,9, Subscription TEST,,1,20.0,
7515,91,9, Subscription TEST,,1,20.0,
7517,91,9, Subscription TEST,,1,20.0,
7519,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7521,91,9, Subscription TEST,,1,20.0,
7523,91,9, Subscription TEST,,1,20.0,
7525,91,9, Subscription TEST,,1,20.0,
7527,91,9, Subscription TEST,,1,20.0,
7529,91,9, Subscription TEST,,1,20.0,
7531,91,9, Subscription TEST,,1,20.0,
7533,91,9, Subscription TEST,,1,20.0,
7535,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7537,91,9, Subscription TEST,,1,20.0,
7539,91,9, Subscription TEST,,1,20.0,
7541,91,9, Subscription TEST,,1,20.0,
7543,91,9, Subscription TEST,,1,20.0,
7545,91,9, Subscription TEST,,1,20.0,
7547,91,9, Subscription TEST,,1,20.0,
7549,91,9, Subscription TEST,,1,20.0,
7551,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7553,91,9, Subscription TEST,,1,20.0,
7555,91,9, Subscription TEST,,1,20.0,
7557,91,9, Subscription TEST,,1,20.0,
7559,91,9, Subscription TEST,,1,20.0,
7561,91,9, Subscription TEST,,1,20.0,
7563,91,9, Subscription TEST,,1,20.0,
7565,91,9, Subscription TEST,,1,20.0,
7567,73,9,Health Food Bars,Super Delicious! ,1,5.0,
7569,91,9, Subscription TEST,,1,20.0,
7571,91,9, Subscription TEST,,1,20.0,
7573,91,9, Subscription TEST,,1,20.0,
7575,91,9, Subscription TEST,,1,20.0,
7577,91,9, Subscription TEST,,1,20.0,
