OrderId,ProductId,ItemType,ItemName,ItemDescription,Qty,PricePerUnit,Notes
497383,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497405,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497423,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497439,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497457,2643,4,SF - Trade the Election Strategy 2016,,1,397.0,
497469,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497469,0,11,Loyalty Club 15% Discount,Loyalty Club 15% Off,1,-149.55,
497483,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497483,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Elite Webinar Archive access.  Will renew automatically for $147 per month.,1,97.0,
497483,0,10,Subscription Free Trial,,1,-97.0,
497499,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497517,2601,9,SimplerFutures Silver Subscription,Simpler Futures Silver Membership - $79.00 per month,1,79.0,
497533,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497397,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497397,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497411,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497427,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497427,0,11,Loyalty Club 15% Discount,Loyalty Club 15% Off,1,-149.55,
497443,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497459,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497459,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497477,2615,9,SimplerFutures Elliot Wave Dispatch Subscription,,1,79.0,
497491,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497503,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497503,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497523,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497537,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497537,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Elite Webinar Archive access.  Will renew automatically for $147 per month.,1,97.0,
497537,0,10,Subscription Free Trial,,1,-97.0,
497435,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497435,0,11,Loyalty Club 15% Discount,Loyalty Club 15% Off,1,-149.55,
497455,2615,9,SimplerFutures Elliot Wave Dispatch Subscription,,1,79.0,
497473,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497473,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497493,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497493,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497513,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497513,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Elite Webinar Archive access.  Will renew automatically for $147 per month.,1,97.0,
497513,0,10,Subscription Free Trial,,1,-97.0,
497529,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497549,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497563,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497573,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497573,0,11,Loyalty Club 15% Discount,Loyalty Club 15% Off,1,-74.55,
497593,2615,9,SimplerFutures Elliot Wave Dispatch Subscription,,1,79.0,
497461,1543,4,396641TS - www.tradethemarkets.com,TTM Squeeze Indicator For TradeStation - www.tradethemarkets.com,1,496.0,396641TS - www.tradethemarkets.com
497461,1491,4,Sales Tax - www.tradethemarkets.com,Sales Tax - www.tradethemarkets.com,1,0.0,Sales Tax - www.tradethemarkets.com
497461,1493,4,Shipping - www.tradethemarkets.com,Shipping - www.tradethemarkets.com,1,0.0,Shipping - www.tradethemarkets.com
497475,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497475,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497495,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497495,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497515,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497531,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497543,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497555,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497571,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497595,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497595,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497607,2645,4,SF - Trade the Election + Live Trading 2016,,1,847.45,
497467,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497485,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497497,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497497,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497511,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497527,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497527,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497539,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497559,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497579,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497579,0,11,Loyalty Club 15% Discount,Loyalty Club 15% Off,1,-149.55,
497585,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497605,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497471,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497471,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497487,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497505,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497519,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497535,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497535,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497557,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497557,0,11,Loyalty Club 15% Discount,Loyalty Club 15% Off,1,-149.55,
497575,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497597,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497609,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497617,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497617,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497521,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497521,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497541,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497541,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497561,2645,4,SF - Trade the Election + Live Trading 2016,,1,300.0,
497569,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497583,2645,4,SF - Trade the Election + Live Trading 2016,,1,300.0,
497603,2645,4,SF - Trade the Election + Live Trading 2016,,1,197.6,
497615,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497631,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497631,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497647,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497647,0,11,Loyalty Club 15% Discount,Loyalty Club 15% Off,1,-74.55,
497661,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497525,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497547,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497553,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497553,0,11,Loyalty Club 15% Discount,Loyalty Club 15% Off,1,-149.55,
497581,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497581,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497591,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497613,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497613,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497619,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497619,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497645,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497659,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497671,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497545,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497551,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497567,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497589,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497589,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497601,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497627,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497627,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-99.4,
497635,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497655,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497667,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497681,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497681,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497565,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497565,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-99.4,
497577,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497587,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497599,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497623,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497639,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497639,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497657,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497669,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497685,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497699,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497699,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-99.4,
497611,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497611,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-99.4,
497625,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497625,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497641,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497641,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497665,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497683,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497701,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497725,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497745,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497765,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497779,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497779,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497621,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497633,2643,4,SF - Trade the Election Strategy 2016,,1,422.45,
497651,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497651,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497677,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497693,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497693,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497709,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497709,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-99.4,
497721,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497721,0,11,Loyalty Club 15% Discount,Loyalty Club 15% Off,1,-149.55,
497733,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497743,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497743,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-99.4,
497761,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497761,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-99.4,
497629,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497629,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Elite Webinar Archive access.  Will renew automatically for $147 per month.,1,97.0,
497629,0,10,Subscription Free Trial,,1,-97.0,
497643,2595,4,SF - A to Z Guide to Trading Futures DVD,"Learn John, Neil and Tony’s Daily Rituals for How They Approach the Futures Markets and How They’ve Made a Living Trading Them ",1,997.0,
497649,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497649,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Elite Webinar Archive access.  Will renew automatically for $147 per month.,1,97.0,
497649,0,10,Subscription Free Trial,,1,-97.0,
497673,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497673,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497687,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497705,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497723,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497723,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Elite Webinar Archive access.  Will renew automatically for $147 per month.,1,97.0,
497723,0,10,Subscription Free Trial,,1,-97.0,
497737,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497737,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Elite Webinar Archive access.  Will renew automatically for $147 per month.,1,97.0,
497737,0,10,Subscription Free Trial,,1,-97.0,
497753,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497753,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Elite Webinar Archive access.  Will renew automatically for $147 per month.,1,97.0,
497753,0,10,Subscription Free Trial,,1,-97.0,
497763,2647,4,SF - Trade the Election UPGRADE 2016,,1,500.0,
497637,2647,4,SF - Trade the Election UPGRADE 2016,,1,500.0,
497653,2647,4,SF - Trade the Election UPGRADE 2016,,1,500.0,
497653,0,11,Loyalty Club 15% Discount,Loyalty Club 15% Off,1,-75.0,
497663,2647,4,SF - Trade the Election UPGRADE 2016,,1,500.0,
497663,0,11,Loyalty Club 15% Discount,Loyalty Club 15% Off,1,-75.0,
497675,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497675,0,11,Loyalty Club 15% Discount,Loyalty Club 15% Off,1,-149.55,
497689,2647,4,SF - Trade the Election UPGRADE 2016,,1,500.0,
497689,0,11,Loyalty Club 15% Discount,Loyalty Club 15% Off,1,-75.0,
497707,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497707,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-99.4,
497717,2647,4,SF - Trade the Election UPGRADE 2016,,1,500.0,
497717,0,11,Loyalty Club 15% Discount,Loyalty Club 15% Off,1,-75.0,
497739,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497739,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497751,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497767,2647,4,SF - Trade the Election UPGRADE 2016,,1,500.0,
497767,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-100.0,
497679,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497695,2647,4,SF - Trade the Election UPGRADE 2016,,1,375.0,
497711,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497711,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-199.4,
497727,2645,4,SF - Trade the Election + Live Trading 2016,,1,800.0,
497735,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497735,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Webinar Archive access.  Will renew automatically.,1,97.0,
497735,0,10,Subscription Free Trial,,1,-97.0,
497747,2645,4,SF - Trade the Election + Live Trading 2016,,1,997.0,
497759,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497759,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Webinar Archive access.  Will renew automatically.,1,97.0,
497759,0,10,Subscription Free Trial,,1,-97.0,
497771,2647,4,SF - Trade the Election UPGRADE 2016,,1,500.0,
497771,0,11,Loyalty Club 20% Discount,Loyalty Club 20% Off,1,-100.0,
497789,2649,4,SF - Trade the Election - 11/8 & 11/9,,1,250.0,
497801,2643,4,SF - Trade the Election Strategy 2016,,1,497.0,
497691,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497691,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Webinar Archive access.  Will renew automatically.,1,97.0,
497691,0,10,Subscription Free Trial,,1,-97.0,
497703,2603,9,SimplerFutures Tony Subscription,Simpler Futures Tony LaPorta newsletter subscription - $99 per month,1,99.0,
497719,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497719,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Webinar Archive access.  Will renew automatically.,1,97.0,
497719,0,10,Subscription Free Trial,,1,-97.0,
